paragraph_id,asset_id,label,labeller,labelled_at,sample_id
34196134:p00229,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34049907:p00224,access_connectivity,true,dev,2026-09-16,training-20260915-s1
34049898:p00390,cybersecurity,false,dev,2026-09-16,training-20260915-s1
31747152:p00203,dpi,true,dev,2026-09-16,training-20260915-s1
33815663:p00150,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34428613:p00135,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,dpi,false,dev,2026-09-16,training-20260915-s1
34222788:p00237,dpi,false,dev,2026-09-16,training-20260915-s1
31866361:p00257,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34338772:p00741,fiber,false,dev,2026-09-16,training-20260915-s1
32971756:p00393,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00371,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33815663:p00375,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34022655:p00490,drm_ews,false,dev,2026-09-16,training-20260915-s1
40081106:p00085,submarine_cable,false,dev,2026-09-16,training-20260915-s1
31167658:p00199,drm_ews,true,dev,2026-09-16,training-20260915-s1
33835349:p00224,data_hosting,true,dev,2026-09-16,training-20260915-s1
34310682:p00134,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33118666:p00222,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31167658:p00524,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34428613:p00238,fiber,false,dev,2026-09-16,training-20260915-s1
31338295:p00161,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00578,dpi,false,dev,2026-09-16,training-20260915-s1
31167658:p00524,fiber,false,dev,2026-09-16,training-20260915-s1
34295403:p00206,data_hosting,false,dev,2026-09-16,training-20260915-s1
33835348:p00186,fiber,false,dev,2026-09-16,training-20260915-s1
31866361:p00262,fiber,true,dev,2026-09-16,training-20260915-s1
33985963:p00205,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32971756:p00393,drm_ews,false,dev,2026-09-16,training-20260915-s1
40052992:p00160,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33053299:p00254,fiber,true,dev,2026-09-16,training-20260915-s1
33819612:p00162,fiber,false,dev,2026-09-16,training-20260915-s1
31889872:p00454,dpi,false,dev,2026-09-16,training-20260915-s1
40109413:p00191,fiber,false,dev,2026-09-16,training-20260915-s1
33815663:p00226,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32527137:p00335,dpi,true,dev,2026-09-16,training-20260915-s1
32971756:p00314,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32626249:p00359,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31866361:p00262,drm_ews,false,dev,2026-09-16,training-20260915-s1
34022655:p00322,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34194833:p00292,dpi,false,dev,2026-09-16,training-20260915-s1
31866361:p00257,fiber,true,dev,2026-09-16,training-20260915-s1
34394311:p00138,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40077325:p00041,fiber,false,dev,2026-09-16,training-20260915-s1
31866361:p00261,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33815663:p00141,drm_ews,false,dev,2026-09-16,training-20260915-s1
40115059:p00715,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33985963:p00143,fiber,false,dev,2026-09-16,training-20260915-s1
31747152:p00229,data_hosting,false,dev,2026-09-16,training-20260915-s1
40013198:p00272,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33107441:p00630,data_hosting,false,dev,2026-09-16,training-20260915-s1
31747152:p00371,dpi,false,dev,2026-09-16,training-20260915-s1
34394311:p00134,fiber,true,dev,2026-09-16,training-20260915-s1
34397339:p00156,drm_ews,true,dev,2026-09-16,training-20260915-s1
31747152:p00503,fiber,false,dev,2026-09-16,training-20260915-s1
33844146:p00139,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31889872:p00194,dpi,false,dev,2026-09-16,training-20260915-s1
40109413:p00191,drm_ews,false,dev,2026-09-16,training-20260915-s1
40087727:p00317,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34022655:p00176,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34394311:p00142,fiber,true,dev,2026-09-16,training-20260915-s1
34196134:p00229,drm_ews,false,dev,2026-09-16,training-20260915-s1
34194833:p00292,cybersecurity,false,dev,2026-09-16,training-20260915-s1
31866361:p00261,fiber,true,dev,2026-09-16,training-20260915-s1
33835349:p00224,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32626249:p00168,fiber,false,dev,2026-09-16,training-20260915-s1
34338772:p00718,access_connectivity,true,dev,2026-09-16,training-20260915-s1
31866361:p00158,drm_ews,true,dev,2026-09-16,training-20260915-s1
33937854:p00435,fiber,true,dev,2026-09-16,training-20260915-s1
31747152:p00203,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33985963:p00240,drm_ews,false,dev,2026-09-16,training-20260915-s1
33819612:p00162,access_connectivity,false,dev,2026-09-16,training-20260915-s1
32971756:p00393,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33937854:p00189,fiber,false,dev,2026-09-16,training-20260915-s1
33835349:p00224,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31747152:p00578,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40013198:p00272,drm_ews,false,dev,2026-09-16,training-20260915-s1
33844146:p00154,mobile_towers,false,dev,2026-09-16,training-20260915-s1
40031410:p00066,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33819612:p00162,data_hosting,false,dev,2026-09-16,training-20260915-s1
40034360:p00128,data_hosting,false,dev,2026-09-16,training-20260915-s1
32626249:p00139,mobile_towers,true,dev,2026-09-16,training-20260915-s1
40081106:p00085,fiber,false,dev,2026-09-16,training-20260915-s1
34310682:p00191,mobile_towers,false,dev,2026-09-16,training-20260915-s1
40007594:p00099,data_hosting,false,dev,2026-09-16,training-20260915-s1
33118666:p00509,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40007594:p00099,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33706639:p00248,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33345981:p00274,fiber,false,dev,2026-09-16,training-20260915-s1
33862093:p00175,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32321387:p00395,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34388773:p00123,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33345981:p00263,drm_ews,false,dev,2026-09-16,training-20260915-s1
33822742:p00175,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00447,drm_ews,false,dev,2026-09-16,training-20260915-s1
32626249:p00139,drm_ews,false,dev,2026-09-16,training-20260915-s1
34295403:p00206,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33602788:p00151,drm_ews,false,dev,2026-09-16,training-20260915-s1
33844146:p00154,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33844146:p00197,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40083718:p00077,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34338772:p00745,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34397339:p00156,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33191006:p00157,data_hosting,false,dev,2026-09-16,training-20260915-s1
40042661:p00268,dpi,false,dev,2026-09-16,training-20260915-s1
31167658:p00199,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31889872:p00190,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33812956:p00152,dpi,true,dev,2026-09-16,training-20260915-s1
34196134:p00229,fiber,false,dev,2026-09-16,training-20260915-s1
32321387:p00395,drm_ews,true,dev,2026-09-16,training-20260915-s1
33844146:p00139,fiber,false,dev,2026-09-16,training-20260915-s1
33118666:p00197,data_hosting,true,dev,2026-09-16,training-20260915-s1
40052992:p00174,fiber,false,dev,2026-09-16,training-20260915-s1
33107441:p00399,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34441286:p00049,cybersecurity,false,dev,2026-09-16,training-20260915-s1
32527137:p00201,drm_ews,true,dev,2026-09-16,training-20260915-s1
32108178:p00279,fiber,false,dev,2026-09-16,training-20260915-s1
40082999:p00060,fiber,false,dev,2026-09-16,training-20260915-s1
33107441:p00501,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,data_hosting,false,dev,2026-09-16,training-20260915-s1
40007594:p00099,dpi,false,dev,2026-09-16,training-20260915-s1
34460895:p00179,fiber,false,dev,2026-09-16,training-20260915-s1
33706639:p00538,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40095037:p00183,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33844146:p00279,fiber,false,dev,2026-09-16,training-20260915-s1
33706639:p00248,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40031410:p00066,data_hosting,false,dev,2026-09-16,training-20260915-s1
33835348:p00186,drm_ews,false,dev,2026-09-16,training-20260915-s1
34049907:p00581,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34397339:p00159,data_hosting,true,dev,2026-09-16,training-20260915-s1
34049898:p00390,data_hosting,false,dev,2026-09-16,training-20260915-s1
34194833:p00292,data_hosting,false,dev,2026-09-16,training-20260915-s1
40109413:p00169,drm_ews,false,dev,2026-09-16,training-20260915-s1
33844146:p00139,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33812956:p00195,fiber,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00436,dpi,false,dev,2026-09-16,training-20260915-s1
40031410:p00066,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40082999:p00060,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31167658:p00199,dpi,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,drm_ews,false,dev,2026-09-16,training-20260915-s1
33862093:p00243,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00229,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40083718:p00077,dpi,false,dev,2026-09-16,training-20260915-s1
31747152:p00371,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40007594:p00099,fiber,false,dev,2026-09-16,training-20260915-s1
34327188:p00163,fiber,false,dev,2026-09-16,training-20260915-s1
40082999:p00060,data_hosting,false,dev,2026-09-16,training-20260915-s1
33107441:p00628,access_connectivity,true,dev,2026-09-16,training-20260915-s1
40081106:p00085,drm_ews,false,dev,2026-09-16,training-20260915-s1
40028045:p00156,data_hosting,false,dev,2026-09-16,training-20260915-s1
34196069:p00238,data_hosting,false,dev,2026-09-16,training-20260915-s1
33822742:p00477,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00235,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33753850:p00267,drm_ews,false,dev,2026-09-16,training-20260915-s1
40087727:p00258,data_hosting,false,dev,2026-09-16,training-20260915-s1
40034360:p00116,fiber,true,dev,2026-09-16,training-20260915-s1
34049907:p00143,dpi,false,dev,2026-09-16,training-20260915-s1
33191006:p00205,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31338295:p00161,dpi,true,dev,2026-09-16,training-20260915-s1
34428613:p00238,cybersecurity,false,dev,2026-09-16,training-20260915-s1
32159893:p00544,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32527137:p00335,drm_ews,false,dev,2026-09-16,training-20260915-s1
34388773:p00237,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33862093:p00172,drm_ews,false,dev,2026-09-16,training-20260915-s1
31747152:p00229,dpi,false,dev,2026-09-16,training-20260915-s1
34397339:p00156,data_hosting,false,dev,2026-09-16,training-20260915-s1
34338772:p00746,access_connectivity,true,dev,2026-09-16,training-20260915-s1
40052992:p00160,drm_ews,false,dev,2026-09-16,training-20260915-s1
34310682:p00378,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34022655:p00176,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33107441:p00501,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33812956:p00152,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40081106:p00085,dpi,false,dev,2026-09-16,training-20260915-s1
40087727:p00252,submarine_cable,true,dev,2026-09-16,training-20260915-s1
34327188:p00163,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33835348:p00230,dpi,false,dev,2026-09-16,training-20260915-s1
34394311:p00084,drm_ews,true,dev,2026-09-16,training-20260915-s1
34194833:p00292,drm_ews,false,dev,2026-09-16,training-20260915-s1
33835348:p00150,data_hosting,true,dev,2026-09-16,training-20260915-s1
40077325:p00041,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34338772:p00725,data_hosting,true,dev,2026-09-16,training-20260915-s1
40082999:p00060,dpi,false,dev,2026-09-16,training-20260915-s1
34428613:p00238,drm_ews,true,dev,2026-09-16,training-20260915-s1
33835348:p00243,drm_ews,false,dev,2026-09-16,training-20260915-s1
34338772:p00741,drm_ews,true,dev,2026-09-16,training-20260915-s1
34397339:p00159,dpi,false,dev,2026-09-16,training-20260915-s1
40087727:p00181,fiber,false,dev,2026-09-16,training-20260915-s1
32159893:p00122,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33815663:p00141,data_hosting,false,dev,2026-09-16,training-20260915-s1
33937854:p00146,dpi,false,dev,2026-09-16,training-20260915-s1
33602788:p00500,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34295403:p00121,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33053299:p00254,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34295403:p00038,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34394311:p00138,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32108178:p00279,data_hosting,false,dev,2026-09-16,training-20260915-s1
40109413:p00070,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33844146:p00197,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33815663:p00375,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33844146:p00279,cybersecurity,false,dev,2026-09-16,training-20260915-s1
32159893:p00363,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33602788:p00500,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33753850:p00253,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33937854:p00194,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33937854:p00146,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40105675:p00183,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33815663:p00375,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34310682:p00350,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33602788:p00240,data_hosting,false,dev,2026-09-16,training-20260915-s1
33937854:p00434,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31866361:p00137,submarine_cable,true,dev,2026-09-16,training-20260915-s1
33107441:p00501,data_hosting,true,dev,2026-09-16,training-20260915-s1
40087727:p00258,fiber,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32108178:p00792,fiber,false,dev,2026-09-16,training-20260915-s1
34196069:p00238,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33812956:p00189,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33602788:p00240,fiber,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33937854:p00438,submarine_cable,false,dev,2026-09-16,training-20260915-s1
31747152:p00503,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34310682:p00152,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33753850:p00253,dpi,false,dev,2026-09-16,training-20260915-s1
34049907:p00546,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34428613:p00337,dpi,false,dev,2026-09-16,training-20260915-s1
34196134:p00229,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33985963:p00205,data_hosting,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32159893:p00368,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00472,data_hosting,false,dev,2026-09-16,training-20260915-s1
40087727:p00252,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34338772:p00718,data_hosting,false,dev,2026-09-16,training-20260915-s1
40052992:p00160,access_connectivity,true,dev,2026-09-16,training-20260915-s1
34022655:p00490,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31338295:p00287,drm_ews,false,dev,2026-09-16,training-20260915-s1
34049898:p00390,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34338772:p00741,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34397339:p00159,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,dpi,false,dev,2026-09-16,training-20260915-s1
33706639:p00426,dpi,false,dev,2026-09-16,training-20260915-s1
33602788:p00240,drm_ews,true,dev,2026-09-16,training-20260915-s1
40087727:p00258,drm_ews,false,dev,2026-09-16,training-20260915-s1
33937854:p00189,data_hosting,true,dev,2026-09-16,training-20260915-s1
33812956:p00195,drm_ews,true,dev,2026-09-16,training-20260915-s1
31747152:p00578,data_hosting,false,dev,2026-09-16,training-20260915-s1
32159893:p00363,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34388773:p00123,data_hosting,false,dev,2026-09-16,training-20260915-s1
34194833:p00292,fiber,false,dev,2026-09-16,training-20260915-s1
34338772:p00717,dpi,false,dev,2026-09-16,training-20260915-s1
34022655:p00490,dpi,false,dev,2026-09-16,training-20260915-s1
33815663:p00155,data_hosting,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33835348:p00230,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34388773:p00123,dpi,true,dev,2026-09-16,training-20260915-s1
34441286:p00049,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32971756:p00393,fiber,false,dev,2026-09-16,training-20260915-s1
33118666:p00509,dpi,true,dev,2026-09-16,training-20260915-s1
33985963:p00240,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33822742:p00175,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40081106:p00085,data_hosting,false,dev,2026-09-16,training-20260915-s1
33421881:p00170,drm_ews,false,dev,2026-09-16,training-20260915-s1
33118666:p00236,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33815663:p00155,dpi,true,dev,2026-09-16,training-20260915-s1
34049898:p00390,drm_ews,false,dev,2026-09-16,training-20260915-s1
33835348:p00208,dpi,false,dev,2026-09-16,training-20260915-s1
40034360:p00128,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33844146:p00279,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33819086:p00191,fiber,false,dev,2026-09-16,training-20260915-s1
33706639:p00296,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34049907:p00581,submarine_cable,true,dev,2026-09-16,training-20260915-s1
40077325:p00041,data_hosting,false,dev,2026-09-16,training-20260915-s1
34394311:p00134,data_hosting,false,dev,2026-09-16,training-20260915-s1
33819086:p00191,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33985963:p00240,fiber,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,cybersecurity,false,dev,2026-09-16,training-20260915-s1
32159893:p00506,mobile_towers,true,dev,2026-09-16,training-20260915-s1
31747152:p00229,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33862093:p00175,data_hosting,false,dev,2026-09-16,training-20260915-s1
33819612:p00162,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34194833:p00154,drm_ews,false,dev,2026-09-16,training-20260915-s1
32108178:p00279,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819086:p00140,cybersecurity,false,dev,2026-09-16,training-20260915-s1
31167658:p00524,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33107441:p00399,drm_ews,false,dev,2026-09-16,training-20260915-s1
34049898:p00390,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40013198:p00272,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33835348:p00489,fiber,false,dev,2026-09-16,training-20260915-s1
31167658:p00551,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33345981:p00263,mobile_towers,true,dev,2026-09-16,training-20260915-s1
40110459:p00231,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,access_connectivity,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,fiber,false,dev,2026-09-16,training-20260915-s1
33937854:p00435,drm_ews,false,dev,2026-09-16,training-20260915-s1
32626249:p00139,dpi,false,dev,2026-09-16,training-20260915-s1
34295403:p00121,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33107441:p00630,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33191006:p00157,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33815663:p00375,data_hosting,false,dev,2026-09-16,training-20260915-s1
33822742:p00175,drm_ews,false,dev,2026-09-16,training-20260915-s1
40110459:p00484,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33835348:p00499,data_hosting,false,dev,2026-09-16,training-20260915-s1
31866361:p00259,dpi,false,dev,2026-09-16,training-20260915-s1
33815663:p00150,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33819086:p00227,data_hosting,false,dev,2026-09-16,training-20260915-s1
34394311:p00140,submarine_cable,true,dev,2026-09-16,training-20260915-s1
31747152:p00715,dpi,true,dev,2026-09-16,training-20260915-s1
34429409:p00151,fiber,true,dev,2026-09-16,training-20260915-s1
31747152:p00203,data_hosting,false,dev,2026-09-16,training-20260915-s1
40082999:p00060,drm_ews,false,dev,2026-09-16,training-20260915-s1
32108178:p00279,dpi,false,dev,2026-09-16,training-20260915-s1
31747152:p00203,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34049907:p00581,data_hosting,false,dev,2026-09-16,training-20260915-s1
40013198:p00272,data_hosting,false,dev,2026-09-16,training-20260915-s1
33819086:p00149,access_connectivity,true,dev,2026-09-16,training-20260915-s1
40115059:p00715,drm_ews,false,dev,2026-09-16,training-20260915-s1
33862093:p00216,data_hosting,true,dev,2026-09-16,training-20260915-s1
34295403:p00206,dpi,false,dev,2026-09-16,training-20260915-s1
40081106:p00085,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34388773:p00201,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34397339:p00156,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33191006:p00205,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34254903:p00250,fiber,true,dev,2026-09-16,training-20260915-s1
33602788:p00151,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34397339:p00103,submarine_cable,true,dev,2026-09-16,training-20260915-s1
33706639:p00248,fiber,false,dev,2026-09-16,training-20260915-s1
33107441:p00139,fiber,true,dev,2026-09-16,training-20260915-s1
32527137:p00201,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31747152:p00715,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34310682:p00350,dpi,false,dev,2026-09-16,training-20260915-s1
33706639:p00194,drm_ews,true,dev,2026-09-16,training-20260915-s1
31338295:p00285,drm_ews,false,dev,2026-09-16,training-20260915-s1
31889872:p00454,drm_ews,true,dev,2026-09-16,training-20260915-s1
40087727:p00258,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40115059:p00663,dpi,false,dev,2026-09-16,training-20260915-s1
33706639:p00538,drm_ews,false,dev,2026-09-16,training-20260915-s1
32108178:p00279,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32108178:p00279,drm_ews,false,dev,2026-09-16,training-20260915-s1
40034360:p00128,fiber,true,dev,2026-09-16,training-20260915-s1
33985963:p00149,dpi,true,dev,2026-09-16,training-20260915-s1
34310682:p00147,fiber,false,dev,2026-09-16,training-20260915-s1
33107441:p00399,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34049907:p00546,fiber,false,dev,2026-09-16,training-20260915-s1
31866361:p00158,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33812956:p00152,fiber,false,dev,2026-09-16,training-20260915-s1
34338772:p00718,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33815663:p00158,fiber,false,dev,2026-09-16,training-20260915-s1
34049898:p00390,dpi,false,dev,2026-09-16,training-20260915-s1
33706639:p00538,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33118666:p00236,data_hosting,true,dev,2026-09-16,training-20260915-s1
31167658:p00524,drm_ews,false,dev,2026-09-16,training-20260915-s1
31866361:p00158,dpi,false,dev,2026-09-16,training-20260915-s1
34397339:p00103,fiber,false,dev,2026-09-16,training-20260915-s1
33107441:p00139,cybersecurity,false,dev,2026-09-16,training-20260915-s1
